Voltage (V),Current (A),Temperature (°C),Charge Cycles,Discharge Cycles,Avg. Charge Rate,Avg. Discharge Rate,Time Elapsed (hrs),SOH (%)
3.849671415301123,0.905828409731878,30.39418879834068,698,693,1.1921738519941578,1.3576475141982527,749.7700458037839,87.5755881692028
3.7861735698828816,1.1835043059189385,32.81448741592529,511,510,1.1789631908764553,1.5253523679457355,498.1493888039889,87.14835519841746
3.864768853810069,1.3238914781122242,31.705509766416863,772,771,1.3565089213107686,1.5491504431316505,805.2436926071686,85.44602704257304
3.9523029856408023,1.5449006732774073,23.610429009035414,1276,1269,1.0726275731704131,1.1986239779555894,1786.3619874613787,76.19232250054439
3.7765846625276662,1.8072486979820634,29.068898489860363,1083,1081,1.0249663075162168,1.3383713809179745,1478.0046544166194,82.22570807388132
3.7765863043050816,1.7082407830115294,33.26389774542122,457,457,1.2953865922095888,1.5397941037561167,428.8263777334983,88.92341714585213
3.957921281550739,1.1462025604657544,32.090201612189645,525,521,1.330486581117488,1.2878959405134573,533.5805648989922,91.32432562051288
3.8767434729152908,1.3884863213503043,26.090647897263878,1498,1494,1.222968282451462,1.6063914839552107,1789.1325422082898,69.66221689243864
3.7530525614065047,1.52291267661077,32.079517371322204,1038,1032,0.9794910283988674,1.1038314071268105,688.2226620696484,80.72794633854997
3.8542560043585965,1.4213378626660502,34.574446259022196,770,766,1.6518330854938643,1.2197043255835935,903.4200978991871,87.26769739644817
3.7536582307187536,1.4192114322395117,25.11850481894775,884,883,1.2922069590577339,1.0010458873845456,1656.498090356052,84.10463532016743
3.753427024642974,0.9831770026037184,20.19883130693716,373,372,1.2843638631015963,1.4243696846914085,453.0591324274669,94.16732965348028
3.8241962271566035,1.1541797546581078,38.87031693203593,833,832,0.9701069968699092,1.1123287483939341,1523.2999327811835,85.63955984697105
3.60867197553422,1.3791180452582181,31.576674570388718,919,918,1.1149213604596617,1.4713152760166448,1199.0857949405406,89.27715609333512
3.6275082167486965,0.5720322975164513,27.713540855544025,163,157,1.3041385470263562,1.4419936803931384,94.69511558455672,100.0
3.7437712470759026,1.6921932960029564,27.54222352519689,1110,1108,1.3222764721001532,1.6451779411993266,1430.0836517625867,79.44845483562722
3.6987168879665573,1.0881962700866792,30.733952687618864,1171,1162,1.1026361426508542,1.3854551406855153,1486.432813551414,79.97202819504216
3.831424733259527,1.7060514399795415,35.205092052607796,1169,1167,1.5813636941442766,1.3209952080392593,761.8347640625036,80.96882960229735
3.709197592447879,1.679674801341273,22.45105931564257,187,185,1.2996748383419177,1.0119387356687966,264.52174303309096,95.87619018163771
3.6587696298664705,1.3368920870662846,27.99527720088128,1029,1027,1.081441757075165,1.3891403516830503,723.6875654497595,82.08940662238271
3.9465648768921553,1.8001644977104614,38.26983709977287,1391,1386,1.0637287863373968,1.5783041178242017,2239.6057428574045,72.58978902359766
3.777422369951346,1.7229592034774799,34.123094779100505,1260,1252,1.0392901866196977,1.6059600754400942,1342.5692102529458,76.04689587963759
3.8067528204687924,1.407311558749608,33.6965386027738,999,992,0.9899739887535354,1.239728950662699,896.0698581331096,80.86372852027117
3.657525181378654,1.3734721154424905,32.03848255689447,363,356,1.1930673819167603,1.3162518119921136,550.1782142804743,91.1213388429144
3.7455617275474817,1.829169835699307,31.552406382662518,815,807,1.2607588880908671,1.5144198371457274,1258.1293721131126,87.26711960465447
3.8110922589709864,1.5696041518222992,27.659124480891276,1389,1389,1.5092308802033463,1.331315707507738,754.8135747583907,73.24981332776822
3.6849006422577695,1.8134091505104426,27.208917412179872,1013,1011,1.3491738527373407,1.4581816245361954,1082.2029113311612,81.17983052181934
3.837569801834567,0.7833077776941789,34.03066223780183,424,415,1.4361685881739596,1.6135438086929446,339.41015477806684,93.2210302508366
3.739936131008119,1.5295455291058386,27.30196218056362,1051,1046,1.0993114744811865,1.4023647073950096,1282.4400730774087,81.02792985865698
3.7708306250206722,1.0267772739091883,31.41916290897431,441,437,1.2729130363695007,0.9481034328831643,693.860890652852,89.66914378074735
3.73982933877706,1.4922634477539711,30.75867745662531,1026,1025,1.2013638607814425,1.5454259355379443,1300.0798323532808,78.73462908347909
3.985227818450894,1.7141460625037652,40.95943791242099,377,370,0.9697025849295162,1.1681350968577708,209.9591600231217,91.74078432825262
3.7986502775262063,2.0217420437247307,29.197888518316557,903,899,1.3275193106543552,1.0980629486553775,1469.3044320468678,83.44799168224235
3.6942289071044097,1.2185499814688443,35.84231656126001,429,426,1.4224474007850838,1.138635256269183,266.89394027706453,95.48611312917788
3.8822544912103187,1.342288558409405,33.53652552831957,1378,1378,1.0880171335496425,1.294463376932813,1341.1925591148304,74.48468542492564
3.6779156350028974,1.4713401278773388,29.41378556293834,989,988,1.4390221661878932,1.2334850727283309,1444.5443158696369,80.81037464559056
3.8208863595004754,1.2076406695614328,23.780063321197204,690,689,1.2901999422448651,1.1277348324849115,1017.0157587461646,88.0269780915495
3.604032987612022,1.7935679186367772,29.735182209451764,961,955,1.1550720244771249,1.0870903726632544,1067.5559883874528,79.93321735380879
3.667181395110157,1.478971636390313,34.496182133736,334,329,1.331275220033468,1.1967104692919168,541.3854799544717,92.49874103637595
3.819686123586912,1.5365871070128139,23.87591209885418,561,556,1.5004684339734677,1.3006467034660099,1013.8413841163151,91.85642263020335
3.873846657999541,1.6860519380322476,34.178547507676505,1361,1352,1.5775849562261446,1.693555469163656,2141.0681090845274,75.90119223707026
3.817136828118997,1.4784865450873772,36.71443435210587,436,433,1.237152585325764,1.5825004301275476,838.8577915568202,91.52837645619331
3.7884351717611757,1.2547382615472404,30.480035349559493,167,160,1.4222134459249194,1.2019247963664232,97.40601912969035,97.62791916815331
3.769889630441071,1.4810939285104598,34.56848350711752,621,612,1.5206030461272366,1.6328562394944937,617.3724714830488,88.51863553025957
3.652147800963257,1.2431455921459833,30.70127241462965,1486,1481,1.2117500752859143,1.288755848770108,2744.186645994895,74.71431304075115
3.728015579160529,1.532394266734946,32.856907204632634,360,359,1.3035205609885205,1.751951063983691,523.2841649082977,93.39111067766125
3.753936122904021,1.799081316240539,37.467901428775846,796,793,0.8530648732833708,1.349799611037942,1571.65732573144,84.57527435882521
3.9057122226218914,1.1475065123183006,22.230120248777197,1240,1232,1.054721392056769,1.3744873170888048,1447.0286535933494,78.78841536330752
3.8343618289568457,1.0402886995673724,26.173905535980918,1152,1151,1.2054512670162467,1.361878799718396,707.8469815530734,77.72006987092685
3.623695984463726,1.5147749807759023,36.253407189616766,840,837,0.8905398980691543,1.1697177222468704,1174.5808790082233,86.39223932909404
3.8324083969394795,1.2696601149768283,37.17560295651946,937,933,1.087399897304644,1.64404339603086,1734.0740989995968,82.87664092007573
3.7614917719583683,1.5095235823235906,22.96037031315766,274,267,1.4560844793813652,1.2224416080587233,260.63636887304705,93.55322120839597
3.732307799969404,1.5961210561829102,37.81151798903691,1268,1260,1.1980897340510017,1.2229773412398561,696.4157219132422,77.68454714389092
3.8611676288840866,0.8568941313214382,17.13930291879967,842,837,1.4643790559502021,1.4585854021894926,1078.6449433631708,85.34597161701018
3.903099952249595,1.7069548282975626,33.12794759347539,352,352,1.3240347439155955,1.0075369163922216,468.611903692848,93.74050559340661
3.8931280119116196,1.1490994491134252,31.09397142667502,706,703,0.9222755410173489,1.3029049098100682,1049.8656910418676,87.23301757591672
3.716078247677736,1.493295614830593,26.334436788868253,836,832,1.0444309128203968,1.218147424307336,887.0533573317373,86.64841124379465
3.7690787624148783,1.302185299368471,26.642269381796286,820,815,1.2029493701319367,1.0004977946621048,655.8992446746779,86.43812809833074
3.833126343140356,1.3344128955647117,26.8265814607871,155,155,1.291870477192269,1.241352922066531,83.29265916889942,94.62875128531131
3.8975545127122357,2.0081873818853966,28.97923789648158,609,603,1.2653293690580616,1.326759602587379,706.1362463486112,89.14032625632161
3.752082576215471,1.5957802562386982,39.93017687295814,1427,1422,1.1368841700106413,1.3886307679057703,1912.574097550317,73.63375194934318
3.781434102333618,1.7714065208860772,34.115518187369375,193,189,1.1445327370643872,1.0302318357988007,258.6100241642891,96.39138934403925
3.689366502599397,1.5452824062608228,37.17202065034618,286,283,1.3084202164356127,1.008072881774934,480.2749018370667,95.18367021791336
3.680379337591933,1.6860040723964862,28.389614225576356,1000,994,0.9090166845210657,1.5021101823136966,746.1075211243285,80.90575698750695
3.8812525822394197,1.6252135086430355,31.151294620285814,1096,1089,1.0089360116062098,1.6725587554539503,1816.8955802360356,79.89593790186004
3.935624002857082,1.5763368434060476,24.642026814415807,741,740,1.289425113318931,1.0890379239762549,683.8464092052883,85.83270910497858
3.7927989878419663,1.8321467727494039,28.60777639620649,306,302,1.0910350787532719,1.1112899962945648,500.95835111990226,95.637044708468
3.9003532897892024,1.5469516361532811,27.237502114677334,816,812,1.2741523781515245,1.16508096120882,496.63199109395777,85.2824274711717
3.8361636025047634,2.1855445716653117,32.44319612084104,1413,1407,1.227129274985285,1.0959809829053613,1089.2116986821384,72.97520535170199
3.7354880245394875,1.7881594718437315,26.46572805113754,1190,1184,0.816083837629599,1.2172365600284736,782.137152926512,74.91510283627319
3.836139560550841,1.1581377906780932,25.81567534016272,1287,1282,1.0423319579871553,1.1367245172918194,2463.3348424827504,74.6984939231061
3.953803656646597,1.4470350873051052,31.981754596225745,1161,1154,1.3818944643060191,1.3762901594795462,2193.7805004246707,79.34123007445719
3.7964173960890046,1.6191232798472004,29.732415165640894,1347,1340,1.0624287425520307,1.2604953160621557,1458.8969150504743,74.4470013396672
3.9564643655814002,1.5133490507136111,26.497329707149547,239,232,1.4709556606380356,1.3486178914933848,332.79187056462,95.5343645196379
3.5380254895910253,1.7060620256916503,25.766779344394248,1070,1066,1.0100216819800496,1.6066328080291004,1475.4292236742856,82.06786108800343
3.8821902504375223,1.739105011450162,26.495651122460085,1258,1253,1.549428696207142,1.5131956004930815,1884.8894787255763,76.88336833727188
3.808704706823817,1.0921239042603106,34.07307263449348,820,814,1.1319190397558927,1.2368521089843836,1263.0612664303453,82.36200058507809
3.770099264953413,1.8843232634149483,32.087640711813,279,277,1.3512565696907775,1.4209867023732121,360.2808049840821,92.76259992921162
3.80917607765355,1.3509547603541867,26.224114374117853,1300,1297,1.340926329615721,1.7550529363342122,1735.5576501704713,75.4026034972231
3.6012431085399106,1.3212286482405728,26.423045895310192,251,247,1.5136211329414653,0.9500020350137397,412.4673825991684,97.32329220762182
3.7780328112162485,1.3202632821883378,24.263333489814823,1310,1306,1.244023747790217,1.253187432852155,1212.455854913509,75.72713549683482
3.8357112571511744,1.7425729217971748,28.033708671778065,429,427,1.3356109509296004,1.2315015026271914,392.2706595479436,92.32119045539584
3.9477894044741513,1.419879690555664,30.614771263744956,1033,1031,1.1104396409953945,1.35493758124407,1456.8673627323033,80.30417054806585
3.748172978172635,1.3009345066986877,25.605293294934533,115,106,1.1607250002195866,1.1720888299809475,114.44446831877669,99.16733578577107
3.719150639710681,1.3728122527669389,40.93656780043412,617,616,1.0869896110527681,1.4397985549275878,1166.8739267216604,90.68714510082604
3.749824295641546,0.961592502325237,33.11891217523499,328,328,1.105203609310092,1.683502814537457,284.5806875636272,91.45093966888768
3.891540211770207,1.247350870814554,29.83912228398997,1091,1084,0.6365341386460751,0.9820070424318563,1006.3600841491476,78.84848454131712
3.8328751109659684,1.12812493540407,30.425363124914796,1276,1275,1.1659656995684116,1.282481060995112,844.6704679430969,80.47375842270375
3.747023979623296,1.4192492008512327,23.042977112249723,979,972,1.199034090725473,1.2224738626249612,1485.0603518155601,82.47167870639574
3.8513267433113354,1.6992579810820778,24.004861208143318,1244,1244,0.8888091259861228,1.3023323097388304,799.1747268856959,77.12940518768912
3.809707754934804,1.6661627702799682,36.61446057209917,1070,1069,1.3927699960321376,1.0657628766031013,797.7635092343484,80.26509398039036
3.896864499053289,1.877025149263975,38.17549414662079,146,146,1.0433304984729972,1.244467635256297,129.1362604640195,97.84157442033516
3.7297946906122648,1.8101927451889863,18.923042850899517,458,451,1.2092571965950258,1.4457851309621361,330.4201939075216,90.20042382412626
3.767233785340223,1.341420985524487,32.35192081046579,1302,1301,1.3556543915671044,1.3130300458231188,2216.719423072407,75.73702025769614
3.760789184686784,1.505721420226114,36.90819251356293,425,421,1.1198084494140168,1.5381225284309226,746.4850063080746,92.63062987457545
3.653648505186788,1.4902331717335744,28.291289499709478,784,782,1.2246760110841604,1.5002209479315722,759.9184237771522,84.34143763125404
3.8296120277064576,0.854684195183434,37.59671765349411,716,714,1.205108699093497,1.221896060853519,1081.3157104300496,87.42890340081902
3.826105527217989,1.1348221389270767,33.836737847801665,1176,1176,1.248324341326865,1.3440581543133097,1760.8241535884551,77.81801346093155
3.800511345664246,1.4498139968546664,32.254550997358116,468,464,1.226132777590104,1.028731027359116,827.1766294248474,91.42346865817204
3.7765412866624852,1.4481310694577574,28.776709846482635,1119,1117,1.1755508337901666,1.2409090691662656,1499.2150876852086,77.4452923954567
3.6584629257949586,1.6536975162615501,30.460549613410826,189,184,1.011526856419727,1.6104176052286998,288.1034898553672,95.44346815900907
